SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS
18583,2024-08-02,737,DFW   ,I ,FULLY SPOILED,6.02,6.02,1,1,6,174,2,2,0,0,0,DFW-FLL-DFW,Starts7:5,1340-1340,7,2025-11-06 21:57:37.430
10435,2025-06-29,320,PHL   ,I ,PARTIALLY SPOILED,,5.87,3,3,15,89,3,8,0,0,15,PHL-ATL-PHL-PWM-PHL-BOS-PHL-MCO-PHL,Starts15:16,2819-2819-424-2296-1776-2783-2502-2502,15,2025-11-06 21:57:37.430
496,2024-08-04,777,LAX   ,I ,NOT SPOILED,28.75,,4,2,28,825,1,2,0,0,25,LAX-SYD-LAX,Starts23:5,73-72,23,2025-11-06 21:57:37.430
18579,2025-04-24,737,DFW   ,I ,FULLY SPOILED,,8.5,1,1,8,245,2,2,0,0,1,DFW-LIR-DFW,Starts10:0,409-2060,10,2025-11-06 21:57:37.430
6190,2024-12-05,320,DFW   ,I ,NOT SPOILED,,,1,1,6,188,2,2,0,0,1,DFW-LAX-DFW,Starts14:0,1997-2024,14,2025-11-06 21:57:37.430
7253,2024-05-07,320,MIA   ,I ,NOT SPOILED,5.85,,1,1,5,162,2,2,0,0,0,MIA-AUS-MIA,Starts14:59,824-824,14,2025-11-06 21:57:37.430
26036,2025-01-20,737,DCA   ,D ,NOT SPOILED,,,3,3,16,141,2,6,0,0,14,DCA-MIA-BNA-DFW-RDU-DFW-DCA,Starts15:59,2987-309-1365-1605-2683-472,15,2025-11-06 21:57:37.430
18883,2025-06-04,737,DFW   ,I ,NOT SPOILED,,,3,3,15,72,3,8,0,0,17,DFW-PVR-DFW-BNA-CLT-CHS-DFW-XNA-DFW,Starts8:25,2639-2639-2238-2692-1643-1435-3132-3134,8,2025-11-06 21:57:37.430
19097,2024-08-08,737,DFW   ,I ,NOT SPOILED,15.86,,3,3,15,89,3,6,0,0,16,DFW-BNA-DFW-BNA-CLT-SJO-DFW,Starts7:0,1103-1103-1100-966-1209-1080,7,2025-11-06 21:57:37.430
9641,2024-10-11,320,PHL   ,I ,NOT SPOILED,,,3,3,17,74,3,8,0,0,18,PHL-BDA-CLT-LEX-CLT-XNA-DFW-EYW-PHL,Starts8:34,825-3048-2898-2837-2371-2656-1337-1332,8,2025-11-06 21:57:37.430
6073,2024-10-22,320,DFW   ,I ,NOT SPOILED,,,2,2,10,144,3,4,0,0,17,DFW-MID-DFW-MSN-DFW,Starts12:39,2929-2929-595-1736,12,2025-11-06 21:57:37.430
271,2024-03-11,777,DFW   ,I ,NOT SPOILED,19.66,,3,2,19,545,1,2,0,0,24,DFW-LHR-DFW,Starts22:0,78-21,22,2025-11-06 21:57:37.430
5847,2024-09-01,320,DFW   ,I ,NOT SPOILED,5.63,,1,1,5,168,2,2,0,0,1,DFW-SJD-DFW,Starts8:16,1304-1304,8,2025-11-06 21:57:37.430
844,2024-05-04,777,MIA   ,I ,NOT SPOILED,18.41,,3,2,18,530,1,2,0,0,26,MIA-LHR-MIA,Starts19:35,38-39,19,2025-11-06 21:57:37.430
20782,2024-12-11,737,MIA   ,I ,NOT SPOILED,,,1,1,6,177,2,2,0,0,1,MIA-LGA-MIA,Starts15:57,3047-3047,15,2025-11-06 21:57:37.430
18773,2024-06-11,737,DFW   ,I ,FULLY SPOILED,5.83,5.83,1,1,5,170,2,2,0,0,1,DFW-SJD-DFW,Starts7:15,2926-2926,7,2025-11-06 21:57:37.430
22049,2025-05-06,737,ORD   ,I ,NOT SPOILED,,,1,1,5,141,2,2,0,0,0,ORD-BOS-ORD,Starts16:40,3010-3010,16,2025-11-06 21:57:37.430
26037,2024-03-27,737,LGA   ,D ,NOT SPOILED,10.38,,2,2,10,106,2,4,0,0,15,LGA-MIA-STL-CLT-LGA,Starts16:29,925-1594-2486-1942,16,2025-11-06 21:57:37.430
3682,2024-04-22,320,CLT   ,I ,NOT SPOILED,10.51,,2,2,10,73,3,6,0,0,15,CLT-RSW-CLT-RIC-CLT-RSW-CLT,Starts7:27,1935-1935-2384-1911-2024-2024,7,2025-11-06 21:57:37.430
103,2024-10-03,777,CLT   ,I ,NOT SPOILED,,,2,2,4,127,1,2,0,0,13,CLT-MIA-CLT,Starts17:0,2311-1475,17,2025-11-06 21:57:37.430
7857,2024-08-28,320,LAX   ,I ,NOT SPOILED,10.97,,2,2,10,321,1,2,0,0,24,LAX-KOA-LAX,Starts10:15,59-58,10,2025-11-06 21:57:37.430
9012,2024-04-28,320,PHX   ,I ,NOT SPOILED,5.65,,1,1,5,166,2,2,0,0,1,PHX-OMA-PHX,Starts8:50,2190-2190,8,2025-11-06 21:57:37.430
26491,2025-07-02,737,LAX   ,D ,NOT SPOILED,,,2,2,11,99,2,4,0,0,17,SNA-ORD-MSP-DFW-SNA,Starts10:19,452-1423-362-806,10,2025-11-06 21:57:37.430
20574,2025-04-06,737,MIA   ,I ,NOT SPOILED,,,1,1,6,190,2,2,0,0,1,MIA-SXM-MIA,Starts12:14,2440-2440,12,2025-11-06 21:57:37.430
7993,2024-03-26,320,MIA   ,I ,NOT SPOILED,11.94,,2,2,11,101,3,5,0,0,14,MIA-DFW-CHS-MIA-POP-MIA,Starts7:0,2575-1520-1287-935-935,7,2025-11-06 21:57:37.430
26015,2024-10-23,737,DCA   ,D ,NOT SPOILED,,,2,2,11,91,3,5,0,0,16,DCA-MCO-ORD-BDL-CLT-DCA,Starts10:29,3032-2119-2689-828-1775,10,2025-11-06 21:57:37.430
6531,2024-04-30,320,LAX   ,I ,NOT SPOILED,11.25,,2,2,11,322,1,2,0,0,24,LAX-KOA-LAX,Starts9:15,247-246,9,2025-11-06 21:57:37.430
6031,2024-06-18,320,DFW   ,I ,FULLY SPOILED,5.67,5.67,1,1,5,165,2,2,0,0,1,DFW-SJD-DFW,Starts14:30,2213-2213,14,2025-11-06 21:57:37.430
20399,2025-03-26,737,MIA   ,I ,FULLY SPOILED,,10.05,2,2,10,115,3,4,0,0,18,MIA-CUN-MIA-IAH-MIA,Starts13:0,1730-2577-2541-3286,13,2025-11-06 21:57:37.430
18861,2024-08-03,737,DFW   ,I ,PARTIALLY SPOILED,13.35,2.42,2,2,13,111,3,5,0,1,12,DFW-TQO-DFW-STL-PHX-DFW,Starts8:26,159-159-2269-2574-520,8,2025-11-06 21:57:37.430
322,2024-04-05,787,DFW   ,I ,NOT SPOILED,27.67,,3,2,27,750,1,2,0,0,25,DFW-ICN-DFW,Starts10:5,281-280,10,2025-11-06 21:57:37.430
26288,2024-03-19,737,LGA   ,D ,NOT SPOILED,11.21,,2,2,11,141,2,4,0,0,17,LGA-ORD-IAH-MIA-LGA,Starts6:0,1536-1224-1347-2047,6,2025-11-06 21:57:37.430
9243,2025-07-23,320,MIA   ,I ,NOT SPOILED,,,3,3,16,65,3,8,0,0,17,MIA-MBJ-MIA-IND-CLT-NAS-MIA-BZE-MIA,Starts8:45,996-3148-1317-346-859-2436-1191-534,8,2025-11-06 21:57:37.430
21637,2024-04-23,737,MIA   ,I ,NOT SPOILED,16.44,,3,3,16,68,3,6,0,0,15,MIA-SJU-MIA-TPA-MIA-UIO-MIA,Starts8:30,2141-2141-2842-678-833-932,8,2025-11-06 21:57:37.430
19332,2024-06-14,737,DFW   ,I ,PARTIALLY SPOILED,15.83,5.38,3,3,15,75,3,8,0,0,17,DFW-ELP-DFW-CHS-DFW-SAT-DFW-COS-DFW,Starts8:11,1365-1365-1638-1418-1327-2266-1552-1552,8,2025-11-06 21:57:37.430
842,2024-09-08,777,MIA   ,I ,FULLY SPOILED,18.66,18.67,3,2,18,530,1,2,0,0,26,MIA-LHR-MIA,Starts18:0,38-39,18,2025-11-06 21:57:37.430
225,2025-02-04,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
10730,2025-04-11,320,PHX   ,I ,NOT SPOILED,,,1,1,5,144,2,2,0,0,2,PHX-DFW-PHX,Starts8:6,2947-2108,8,2025-11-06 21:57:37.430
3901,2024-05-03,320,CLT   ,I ,NOT SPOILED,10.87,,2,2,10,56,3,6,0,0,15,CLT-JAX-CLT-RDU-CLT-CUN-CLT,Starts7:17,2585-2585-1897-683-895-992,7,2025-11-06 21:57:37.430
5987,2024-09-20,320,DFW   ,I ,NOT SPOILED,10.53,,2,2,10,136,3,4,0,0,11,DFW-MCO-DFW-TUS-DFW,Starts8:30,1672-2409-785-849,8,2025-11-06 21:57:37.430
20856,2024-03-28,737,DFW   ,I ,NOT SPOILED,15.53,,3,3,15,63,3,8,0,0,15,DFW-MSY-DFW-OKC-DFW-EWR-DFW-SAT-DFW,Starts17:25,2291-2291-2734-2434-618-1796-2368-2368,17,2025-11-06 21:57:37.430
4835,2024-09-20,320,CLT   ,I ,NOT SPOILED,10.33,,2,2,10,92,3,6,1,0,14,CLT-RSW-CLT-IND-CLT-BWI-CLT,Starts8:55,2024-2024-2921-627-2941-2316,8,2025-11-06 21:57:37.430
3723,2024-05-21,320,CLT   ,I ,NOT SPOILED,15.32,,3,3,15,82,3,8,0,0,15,CLT-CUN-CLT-PIT-ORD-PIT-CLT-MCO-CLT,Starts9:32,895-992-566-2999-1936-376-1363-1363,9,2025-11-06 21:57:37.430
28056,2024-08-21,737,ORD   ,D ,NOT SPOILED,5.7,,1,1,5,157,2,2,0,0,0,ORD-MCO-ORD,Starts13:42,1782-1782,13,2025-11-06 21:57:37.430
28113,2025-03-03,737,ORD   ,D ,FULLY SPOILED,,11.17,2,2,11,125,3,4,0,0,21,ORD-PBI-ORD-LGA-ORD,Starts8:30,1831-1831-562-2043,8,2025-11-06 21:57:37.430
1835,2024-03-02,787,PHL   ,I ,NOT SPOILED,16.33,,3,2,16,425,1,2,0,0,25,PHL-ZRH-PHL,Starts19:10,92-93,19,2025-11-06 21:57:37.430
641,2024-09-16,787,LAX   ,I ,NOT SPOILED,21.71,,3,2,21,608,1,2,0,0,28,LAX-HND-LAX,Starts10:45,27-26,10,2025-11-06 21:57:37.430
18695,2025-03-21,737,DFW   ,I ,PARTIALLY SPOILED,,3.38,3,3,15,63,3,6,0,0,15,DFW-FLL-DFW-AUS-CUN-RDU-DFW,Starts7:6,1429-1429-846-2179-2780-802,7,2025-11-06 21:57:37.430
20939,2024-05-27,737,DFW   ,I ,PARTIALLY SPOILED,18.32,2.0,3,3,18,73,3,7,0,1,19,DFW-PHL-IND-CLT-AUS-DFW-GUA-DFW,Starts7:25,856-2717-1801-818-1595-1013-1486,7,2025-11-06 21:57:37.430
24065,2024-04-02,737,DCA   ,D ,NOT SPOILED,12.27,,2,2,12,136,2,4,0,0,16,DCA-DFW-DEN-MIA-DCA,Starts7:59,2967-420-453-1985,7,2025-11-06 21:57:37.430
28310,2024-07-09,737,ORD   ,D ,NOT SPOILED,11.05,,2,2,11,111,2,4,0,0,12,ORD-DFW-STL-PHX-ORD,Starts12:0,1109-2269-2574-338,12,2025-11-06 21:57:37.430
8371,2024-03-04,320,PHL   ,I ,NOT SPOILED,13.24,,2,2,13,72,3,6,0,0,14,PHL-RSW-PHL-STL-LGA-BOS-PHL,Starts11:2,1866-1866-1368-2477-1595-1702,11,2025-11-06 21:57:37.430
26063,2024-09-26,737,DCA   ,D ,NOT SPOILED,13.17,,2,2,13,135,3,5,0,0,12,DCA-MCO-DCA-TPA-DFW-DCA,Starts8:20,1787-1787-467-1455-1569,8,2025-11-06 21:57:37.430
187,2025-05-13,777,DFW   ,I ,NOT SPOILED,,,3,2,19,555,1,2,0,0,24,DFW-LHR-DFW,Starts15:10,50-51,15,2025-11-06 21:57:37.430
4113,2024-06-05,320,CLT   ,I ,NOT SPOILED,11.48,,2,2,11,166,2,4,0,0,13,CLT-DFW-PSP-DFW-CLT,Starts16:54,2759-2709-2003-522,16,2025-11-06 21:57:37.430
208,2024-08-08,777,DFW   ,I ,NOT SPOILED,19.83,,3,2,19,560,1,2,0,0,26,DFW-MAD-DFW,Starts16:45,36-37,16,2025-11-06 21:57:37.430
22679,2024-03-04,737,ORD   ,I ,NOT SPOILED,16.3,,3,3,16,79,3,6,0,0,14,ORD-LAS-LAX-AUS-CUN-AUS-ORD,Starts10:11,2254-2002-539-2835-2784-1079,10,2025-11-06 21:57:37.430
16478,2024-05-08,320,DFW   ,D ,FULLY SPOILED,6.54,6.53,1,1,6,184,2,2,0,0,0,DFW-SAN-DFW,Starts8:30,2415-2034,8,2025-11-06 21:57:37.430
5765,2025-03-05,320,DFW   ,I ,FULLY SPOILED,,5.58,1,1,5,155,2,2,0,0,1,DFW-SJD-DFW,Starts8:9,2432-2432,8,2025-11-06 21:57:37.430
263,2024-03-19,777,DFW   ,I ,NOT SPOILED,19.66,,3,2,19,545,1,2,0,0,24,DFW-LHR-DFW,Starts17:15,50-51,17,2025-11-06 21:57:37.430
3674,2025-02-06,320,CLT   ,I ,NOT SPOILED,,,1,1,7,205,2,2,0,0,1,CLT-PUJ-CLT,Starts12:25,2246-1167,12,2025-11-06 21:57:37.430
18062,2025-06-03,737,CLT   ,I ,PARTIALLY SPOILED,,6.43,2,2,10,70,3,6,0,0,12,CLT-EWR-CLT-EWR-CLT-CHS-CLT,Starts11:0,1786-1786-1071-1113-958-958,11,2025-11-06 21:57:37.430
368,2024-08-28,787,DFW   ,I ,FULLY SPOILED,22.02,22.02,3,2,22,616,1,2,0,0,25,DFW-FCO-DFW,Starts18:59,290-289,18,2025-11-06 21:57:37.430
7348,2024-04-02,320,MIA   ,I ,NOT SPOILED,11.59,,2,2,11,69,3,5,0,0,17,MIA-CLT-TPA-MIA-BON-MIA,Starts8:0,1675-2941-1744-1240-1240,8,2025-11-06 21:57:37.430
3634,2024-07-18,320,CLT   ,I ,NOT SPOILED,7.17,,1,1,7,213,2,2,0,0,0,CLT-DEN-CLT,Starts7:27,1617-1617,7,2025-11-06 21:57:37.430
523,2024-12-02,787,DFW   ,I ,NOT SPOILED,,,4,2,20,610,1,2,0,0,37,DFW-GIG-DFW,Starts19:10,937-936,19,2025-11-06 21:57:37.430
18654,2025-05-16,737,DFW   ,I ,NOT SPOILED,,,1,1,6,184,2,2,0,0,0,DFW-SNA-DFW,Starts14:35,2659-2659,14,2025-11-06 21:57:37.430
186,2025-04-17,777,DFW   ,I ,NOT SPOILED,,,3,2,24,700,1,2,0,0,26,DFW-NRT-DFW,Starts11:45,61-60,11,2025-11-06 21:57:37.430
18375,2025-04-24,737,CLT   ,I ,NOT SPOILED,,,2,2,11,92,3,6,0,0,13,CLT-JFK-CLT-CLE-CLT-NAS-CLT,Starts8:43,493-495-2668-2445-859-859,8,2025-11-06 21:57:37.430
21969,2025-06-05,737,ORD   ,I ,NOT SPOILED,,,1,1,7,220,2,2,0,0,1,ORD-CUN-ORD,Starts8:39,1503-1910,8,2025-11-06 21:57:37.430
359,2024-08-02,787,DFW   ,I ,NOT SPOILED,25.5,,3,2,25,720,1,2,0,0,25,DFW-HND-DFW,Starts12:25,175-176,12,2025-11-06 21:57:37.430
7177,2024-04-16,320,MIA   ,I ,NOT SPOILED,10.81,,2,2,10,66,3,6,0,0,15,MIA-RTB-MIA-TPA-MIA-MSY-MIA,Starts12:10,347-347-1921-2503-2286-2286,12,2025-11-06 21:57:37.430
6631,2024-08-09,320,DFW   ,I ,PARTIALLY SPOILED,15.45,2.8,3,3,15,121,3,6,0,0,13,DFW-DEN-DFW-SLC-DFW-LAS-DFW,Starts10:20,2579-2579-2375-2066-1599-1908,10,2025-11-06 21:57:37.430
122,2025-06-13,777,CLT   ,I ,NOT SPOILED,,,3,2,22,620,1,2,0,0,22,CLT-ATH-CLT,Starts18:45,326-325,18,2025-11-06 21:57:37.430
6489,2024-05-30,320,DFW   ,I ,FULLY SPOILED,16.29,16.28,3,3,16,85,3,6,0,0,20,DFW-MCO-PHL-PLS-PHL-RDU-DFW,Starts14:27,1760-2815-1738-1738-706-1888,14,2025-11-06 21:57:37.430
234,2024-12-05,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
521,2024-10-28,787,DFW   ,I ,NOT SPOILED,,,4,2,19,570,1,2,0,0,37,DFW-SCL-DFW,Starts20:30,945-940,20,2025-11-06 21:57:37.430
16433,2024-04-03,320,DFW   ,D ,FULLY SPOILED,6.27,6.27,1,1,6,178,2,2,0,0,1,DFW-SAN-DFW,Starts7:21,2362-2015,7,2025-11-06 21:57:37.430
21584,2025-03-30,737,MIA   ,I ,NOT SPOILED,,,2,2,10,114,3,5,0,0,14,MIA-CLT-MEM-MIA-MBJ-MIA,Starts8:20,969-2070-1340-2618-2611,8,2025-11-06 21:57:37.430
4103,2024-10-06,320,CLT   ,I ,NOT SPOILED,,,3,3,15,89,3,7,0,0,17,CLT-IAH-CLT-PBI-DCA-ORD-DSM-CLT,Starts14:43,1661-1661-1421-2349-1188-1465-2962,14,2025-11-06 21:57:37.430
22647,2025-04-21,737,ORD   ,I ,NOT SPOILED,,,1,1,7,230,2,2,0,0,1,ORD-CUN-ORD,Starts8:35,1503-1910,8,2025-11-06 21:57:37.430
722,2024-03-09,777,LAX   ,I ,NOT SPOILED,29.83,,4,2,29,845,1,2,0,0,25,LAX-SYD-LAX,Starts22:15,73-72,22,2025-11-06 21:57:37.430
19790,2024-12-28,737,DFW   ,I ,NOT SPOILED,,,2,2,11,128,3,4,0,0,18,DFW-MTJ-DFW-RIC-DFW,Starts12:29,665-665-3037-2349,12,2025-11-06 21:57:37.430
18110,2024-10-06,737,CLT   ,I ,NOT SPOILED,,,2,2,13,106,3,6,0,0,14,CLT-GCM-CLT-STL-CLT-PHL-CLT,Starts9:38,301-301-2937-2475-711-711,9,2025-11-06 21:57:37.430
7524,2024-09-25,320,DFW   ,I ,FULLY SPOILED,11.3,11.3,2,2,11,67,3,6,0,0,14,DFW-ORD-CLT-CID-DFW-SAT-DFW,Starts13:20,2428-1039-2386-1905-3035-2645,13,2025-11-06 21:57:37.430
3712,2024-03-11,320,CLT   ,I ,NOT SPOILED,8.5,,1,1,8,241,2,2,0,0,0,CLT-SXM-CLT,Starts9:20,2478-2478,9,2025-11-06 21:57:37.430
17077,2024-03-11,320,DFW   ,D ,NOT SPOILED,11.13,,2,2,11,144,3,4,0,0,19,DFW-SLC-DFW-JAX-DFW,Starts8:52,2066-2195-687-687,8,2025-11-06 21:57:37.430
7800,2025-04-30,320,DFW   ,I ,PARTIALLY SPOILED,,1.2,2,2,10,64,3,6,0,0,14,DFW-TYS-DFW-AUS-DFW-PNS-DFW,Starts14:27,2550-2550-972-862-2750-2750,14,2025-11-06 21:57:37.430
20238,2024-07-19,737,MIA   ,I ,PARTIALLY SPOILED,10.07,3.82,2,2,10,70,3,4,0,0,12,MIA-GUA-DFW-IAH-MIA,Starts8:35,250-1486-1416-1347,8,2025-11-06 21:57:37.430
20238,2024-07-21,737,MIA   ,I ,NOT SPOILED,10.07,,2,2,10,70,3,4,0,0,12,MIA-GUA-DFW-IAH-MIA,Starts8:35,250-1486-1416-1347,8,2025-11-06 21:57:37.430
18237,2024-03-05,320,LGA   ,D ,PARTIALLY SPOILED,15.4,4.88,3,3,15,95,3,8,0,0,16,LGA-DTW-LGA-RDU-LGA-RDU-LGA-BNA-LGA,Starts15:54,2356-2356-2259-2030-1762-2030-2851-2851,15,2025-11-06 21:57:37.430
6209,2025-06-04,320,DFW   ,I ,FULLY SPOILED,,16.83,3,3,16,72,3,8,0,0,18,DFW-GSP-DFW-CMH-PHL-BDL-ORD-IAH-DFW,Starts12:19,1805-1805-3154-3173-3195-3325-1494-2438,12,2025-11-06 21:57:37.430
10444,2025-04-21,320,PHL   ,I ,NOT SPOILED,,,3,3,16,95,3,7,0,0,14,PHL-JAX-PHL-SAV-MIA-IAH-MIA-PHL,Starts8:36,1990-1990-2058-3258-1465-1465-1381,8,2025-11-06 21:57:37.430
19700,2024-05-09,737,DFW   ,I ,NOT SPOILED,5.92,,1,1,5,175,2,2,0,0,1,DFW-MEX-DFW,Starts8:25,389-389,8,2025-11-06 21:57:37.430
7718,2024-12-30,320,DFW   ,I ,NOT SPOILED,,,2,2,15,68,3,6,0,0,13,DFW-AUS-SNA-AUS-DFW-LAX-DFW,Starts8:8,1304-1697-1697-377-2543-2543,8,2025-11-06 21:57:37.430
19704,2024-09-24,737,DFW   ,I ,NOT SPOILED,15.34,,3,3,15,103,3,6,0,0,14,DFW-DEN-DFW-PNS-DFW-LGA-DFW,Starts7:1,1523-1523-2002-2680-541-349,7,2025-11-06 21:57:37.430
18906,2024-08-04,737,DFW   ,I ,NOT SPOILED,7.47,,1,1,7,210,2,2,0,0,1,DFW-LGA-DFW,Starts7:30,2103-575,7,2025-11-06 21:57:37.430
812,2024-08-01,777,MIA   ,I ,NOT SPOILED,18.33,,3,2,18,530,1,2,0,0,26,MIA-LHR-MIA,Starts19:35,38-39,19,2025-11-06 21:57:37.430
448,2025-04-22,777,LAX   ,I ,NOT SPOILED,,,4,2,29,830,1,2,0,0,25,LAX-SYD-LAX,Starts22:50,73-72,22,2025-11-06 21:57:37.430
5853,2024-07-30,320,DFW   ,I ,NOT SPOILED,5.58,,1,1,5,165,2,2,0,0,1,DFW-SJD-DFW,Starts7:15,2926-2926,7,2025-11-06 21:57:37.430
18650,2025-04-16,737,DFW   ,I ,NOT SPOILED,,,1,1,5,140,2,2,0,0,0,DFW-TPA-DFW,Starts15:17,2512-2512,15,2025-11-06 21:57:37.430
19022,2024-05-01,737,CLT   ,I ,NOT SPOILED,8.59,,1,1,8,250,2,2,0,0,1,CLT-CUR-CLT,Starts9:15,2717-2717,9,2025-11-06 21:57:37.430
4061,2024-06-05,320,CLT   ,I ,PARTIALLY SPOILED,10.39,3.67,2,2,10,56,3,6,1,0,17,CLT-RDU-CLT-BUF-CLT-NAS-CLT,Starts7:14,1906-1906-1955-613-859-859,7,2025-11-06 21:57:37.430
4865,2025-06-23,320,CLT   ,I ,NOT SPOILED,,,3,3,16,94,3,8,0,0,17,CLT-MSY-CLT-PWM-PHL-IND-PHL-BDA-CLT,Starts7:35,2287-2287-2330-2951-2994-966-825-2085,7,2025-11-06 21:57:37.430
18619,2025-04-22,737,DFW   ,I ,NOT SPOILED,,,2,2,10,130,3,4,0,0,18,DFW-BZE-MIA-RIC-DFW,Starts12:20,2451-534-983-2067,12,2025-11-06 21:57:37.430
9372,2025-04-25,320,MIA   ,I ,NOT SPOILED,,,2,2,11,60,3,6,0,0,11,MIA-LRM-MIA-NAS-MIA-STI-MIA,Starts10:29,3071-3071-2245-2436-1917-1917,10,2025-11-06 21:57:37.430
9473,2025-04-29,320,MIA   ,I ,NOT SPOILED,,,2,2,11,67,3,5,0,0,17,MIA-PHL-TPA-MIA-MID-MIA,Starts7:1,1381-809-1744-2132-2132,7,2025-11-06 21:57:37.430
27055,2024-03-18,737,ORD   ,D ,NOT SPOILED,8.27,,1,1,8,235,2,2,0,0,1,ORD-PSP-ORD,Starts10:23,2880-2880,10,2025-11-06 21:57:37.430
25790,2024-08-27,737,DCA   ,D ,FULLY SPOILED,5.41,5.42,1,1,5,161,2,2,0,0,2,DCA-MIA-DCA,Starts13:50,1254-656,13,2025-11-06 21:57:37.430
7515,2024-06-24,320,DFW   ,I ,NOT SPOILED,6.5,,1,1,6,185,2,2,0,0,0,DFW-YYZ-DFW,Starts12:19,1111-1111,12,2025-11-06 21:57:37.430
6386,2024-05-23,320,DFW   ,I ,FULLY SPOILED,11.25,11.25,2,2,11,66,3,6,0,1,16,DFW-CUN-DFW-AUS-DFW-MCI-DFW,Starts7:20,1343-1601-843-959-2461-2461,7,2025-11-06 21:57:37.430
188,2024-06-22,777,DFW   ,I ,NOT SPOILED,19.33,,3,2,19,560,1,2,0,0,25,DFW-LHR-DFW,Starts15:5,50-51,15,2025-11-06 21:57:37.430
19609,2024-09-21,737,DFW   ,I ,NOT SPOILED,6.3,,1,1,6,180,2,2,0,0,0,DFW-BZN-DFW,Starts12:31,96-96,12,2025-11-06 21:57:37.430
3609,2024-11-24,320,CLT   ,I ,NOT SPOILED,,,1,1,5,158,2,2,0,0,0,CLT-AUS-CLT,Starts7:10,3285-3285,7,2025-11-06 21:57:37.430
8008,2024-06-14,320,LAX   ,I ,NOT SPOILED,11.3,,3,2,11,334,1,2,0,0,17,LAX-HNL-LAX,Starts18:31,297-284,18,2025-11-06 21:57:37.430
4879,2024-03-19,320,CLT   ,I ,FULLY SPOILED,11.01,11.02,2,2,11,86,3,6,0,0,13,CLT-MSY-CLT-PIT-CLT-LGA-CLT,Starts7:29,2287-2287-2307-312-2051-2051,7,2025-11-06 21:57:37.430
17577,2025-03-12,320,LGA   ,D ,NOT SPOILED,,,3,3,15,127,3,6,0,0,20,LGA-SRQ-LGA-CLT-IAH-ORD-LGA,Starts7:10,3089-3089-1349-1804-1585-3119,7,2025-11-06 21:57:37.430
28698,2024-11-29,737,ORD   ,D ,NOT SPOILED,,,2,2,11,94,3,5,0,0,18,ORD-MIA-CLT-BNA-PHL-ORD,Starts12:3,2715-2580-526-1117-2554,12,2025-11-06 21:57:37.430
1287,2025-02-11,787,PHL   ,I ,NOT SPOILED,,,3,2,15,419,1,2,0,0,23,PHL-LHR-PHL,Starts21:21,728-729,21,2025-11-06 21:57:37.430
663,2024-04-15,777,LGA   ,I ,NOT SPOILED,20.42,,3,2,20,585,1,2,0,0,24,JFK-ATH-JFK,Starts17:50,334-333,17,2025-11-06 21:57:37.430
1019,2025-02-02,787,MIA   ,I ,NOT SPOILED,,,3,2,19,525,1,2,0,0,23,MIA-CDG-MIA,Starts18:30,62-63,18,2025-11-06 21:57:37.430
180,2025-05-05,777,DFW   ,I ,NOT SPOILED,,,3,2,25,700,1,2,0,0,26,DFW-NRT-DFW,Starts11:40,61-60,11,2025-11-06 21:57:37.430
19724,2024-04-29,737,DFW   ,I ,NOT SPOILED,6.27,,1,1,6,177,2,2,0,0,1,DFW-ONT-DFW,Starts8:27,1820-1820,8,2025-11-06 21:57:37.430
20891,2024-05-26,737,DFW   ,I ,FULLY SPOILED,19.43,19.43,3,3,19,137,3,7,0,0,19,DFW-DCA-TPA-DCA-MIA-SJO-MIA-DFW,Starts7:3,1253-2330-2330-1254-1353-1600-1219,7,2025-11-06 21:57:37.430
18006,2024-07-22,737,CLT   ,I ,PARTIALLY SPOILED,10.38,2.78,2,2,10,78,3,6,0,0,14,CLT-LGA-CLT-ORF-CLT-PHL-CLT,Starts14:41,1084-1059-598-1837-1822-1656,14,2025-11-06 21:57:37.430
20843,2024-03-28,737,DFW   ,I ,NOT SPOILED,6.8,,1,1,6,189,2,2,0,0,0,DFW-RNO-DFW,Starts12:19,2354-2354,12,2025-11-06 21:57:37.430
18531,2024-06-23,737,DFW   ,I ,NOT SPOILED,12.73,,2,2,12,178,2,4,0,0,24,DFW-MIA-SJO-MIA-DFW,Starts5:0,1042-413-2881-2862,5,2025-11-06 21:57:37.430
28392,2024-06-11,737,ORD   ,D ,NOT SPOILED,17.04,,3,3,17,77,3,7,0,0,19,ORD-TPA-ORD-STL-ORD-DEN-PHL-ORD,Starts13:9,1101-1101-2441-180-1387-2491-1359,13,2025-11-06 21:57:37.430
