SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS,clean_time,local_time,utc_flight_time,weather_time,VIS_MILES,PRECIP_INCHES,IS_STORM,IS_RAIN,IS_SPOILED,START_HOUR
9691,2024-12-14,320,PHL,I ,NOT SPOILED,,,1,1,7,235,2,2,0,0,1,PHL-PUJ-PHL,Starts8:26,452-452,8,2025-11-06 21:57:37.430,8:26,2024-12-14 08:26:00,2024-12-14 13:26:00,2024-12-14 12:54:00,9.993753,0.0,0.0,0.0,0,8
9794,2024-12-14,320,PHL,I ,NOT SPOILED,,,1,1,7,220,2,2,0,0,0,PHL-GCM-PHL,Starts8:35,1344-1345,8,2025-11-06 21:57:37.430,8:35,2024-12-14 08:35:00,2024-12-14 13:35:00,2024-12-14 12:54:00,9.993753,0.0,0.0,0.0,0,8
28344,2024-12-14,737,ORD,D ,NOT SPOILED,,,2,2,11,86,2,4,0,0,15,ORD-CLT-BNA-PHX-ORD,Starts8:5,3202-1819-2956-332,8,2025-11-06 21:57:37.430,8:5,2024-12-14 08:05:00,2024-12-14 14:05:00,2024-12-14 13:51:00,9.993753,0.0,0.0,0.0,0,8
19168,2024-12-14,737,DFW,I ,NOT SPOILED,,,2,2,10,67,3,6,0,0,15,DFW-TUL-DFW-AUS-CUN-AUS-DFW,Starts8:8,2952-2952-1251-2179-2588-1299,8,2025-11-06 21:57:37.430,8:8,2024-12-14 08:08:00,2024-12-14 14:08:00,2024-12-14 13:50:00,1.998999,0.0,0.0,0.0,0,8
18542,2024-12-14,737,DFW,I ,NOT SPOILED,,,2,2,10,130,3,4,0,0,12,DFW-PVR-DFW-CVG-DFW,Starts8:23,2639-2639-799-808,8,2025-11-06 21:57:37.430,8:23,2024-12-14 08:23:00,2024-12-14 14:23:00,2024-12-14 13:50:00,1.998999,0.0,0.0,0.0,0,8
18547,2024-12-14,737,DFW,I ,NOT SPOILED,,,2,2,10,153,3,4,0,0,11,DFW-QRO-DFW-CLE-DFW,Starts8:34,2302-2302-1484-2331,8,2025-11-06 21:57:37.430,8:34,2024-12-14 08:34:00,2024-12-14 14:34:00,2024-12-14 13:50:00,1.998999,0.0,0.0,0.0,0,8
3664,2024-12-14,320,CLT,I ,FULLY SPOILED,,7.08,1,1,7,195,2,2,0,0,1,CLT-PUJ-CLT,Starts12:30,2246-2246,12,2025-11-06 21:57:37.430,12:30,2024-12-14 12:30:00,2024-12-14 17:30:00,2024-12-14 16:52:00,9.993753,0.0,0.0,0.0,1,12
6688,2024-12-14,320,DFW,I ,NOT SPOILED,,,2,2,10,134,3,4,0,0,17,DFW-PVR-DFW-TUS-DFW,Starts12:19,1288-1288-2797-584,12,2025-11-06 21:57:37.430,12:19,2024-12-14 12:19:00,2024-12-14 18:19:00,2024-12-14 17:55:00,9.993753,0.0,0.0,0.0,0,12
454,2024-12-14,787,DFW,I ,NOT SPOILED,,,3,2,25,685,1,2,0,0,22,DFW-HND-DFW,Starts13:30,175-176,13,2025-11-06 21:57:37.430,13:30,2024-12-14 13:30:00,2024-12-14 19:30:00,2024-12-14 18:50:00,9.993753,0.0,0.0,0.0,0,13
631,2024-12-14,777,LAX,I ,PARTIALLY SPOILED,,6.57,5,4,32,186,1,4,0,2,25,LAX-DFW-NRT-DFW-LAX,Starts12:30,1658-61-60-448,12,2025-11-06 21:57:37.430,12:30,2024-12-14 12:30:00,2024-12-14 20:30:00,2024-12-14 19:53:00,9.993753,0.0,0.0,0.0,1,12
231,2024-12-14,777,DFW,I ,FULLY SPOILED,,19.42,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts15:20,20-51,15,2025-11-06 21:57:37.430,15:20,2024-12-14 15:20:00,2024-12-14 21:20:00,2024-12-14 20:48:00,9.993753,0.0,0.0,0.0,1,15
465,2024-12-14,787,DFW,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,DFW-CDG-DFW,Starts16:55,48-49,16,2025-11-06 21:57:37.430,16:55,2024-12-14 16:55:00,2024-12-14 22:55:00,2024-12-14 22:52:00,9.993753,0.0,0.0,0.0,0,16
1030,2024-12-14,777,MIA,I ,NOT SPOILED,,,3,2,18,525,1,2,0,0,25,MIA-LHR-MIA,Starts19:55,38-39,19,2025-11-06 21:57:37.430,19:55,2024-12-14 19:55:00,2024-12-15 00:55:00,2024-12-15 00:53:00,9.993753,0.0,0.0,0.0,0,19
8504,2024-12-15,320,MIA,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,0,MIA-SJU-MIA,Starts8:25,1341-1341,8,2025-11-06 21:57:37.430,8:25,2024-12-15 08:25:00,2024-12-15 13:25:00,2024-12-15 12:53:00,9.993753,0.0,0.0,0.0,0,8
9716,2024-12-15,320,PHL,I ,NOT SPOILED,,,1,1,7,225,2,2,0,0,1,PHL-MBJ-PHL,Starts8:47,2622-2622,8,2025-11-06 21:57:37.430,8:47,2024-12-15 08:47:00,2024-12-15 13:47:00,2024-12-15 12:54:00,9.993753,0.0,0.0,0.0,0,8
9042,2024-12-15,320,MIA,I ,NOT SPOILED,,,2,2,11,65,3,6,0,0,16,MIA-AUS-MIA-NAS-MIA-JAX-MIA,Starts9:9,1290-1352-1284-2670-1044-1044,9,2025-11-06 21:57:37.430,9:9,2024-12-15 09:09:00,2024-12-15 14:09:00,2024-12-15 13:53:00,9.993753,0.0,0.0,0.0,0,9
212,2024-12-15,777,DFW,I ,PARTIALLY SPOILED,,15.75,3,2,28,760,1,2,0,0,25,DFW-ICN-DFW,Starts10:0,281-280,10,2025-11-06 21:57:37.430,10:0,2024-12-15 10:00:00,2024-12-15 16:00:00,2024-12-15 15:50:00,0.0,0.0,0.0,0.0,1,10
20270,2024-12-15,737,MIA,I ,NOT SPOILED,,,2,2,10,115,3,4,0,0,21,MIA-CUN-MIA-LGA-MIA,Starts12:5,2422-2665-2213-3047,12,2025-11-06 21:57:37.430,12:5,2024-12-15 12:05:00,2024-12-15 17:05:00,2024-12-15 16:53:00,9.993753,0.0078000000000000005,0.0,0.0,0,12
737,2024-12-15,787,LAX,I ,FULLY SPOILED,,22.25,3,2,22,595,1,2,0,0,28,LAX-HND-LAX,Starts9:45,27-26,9,2025-11-06 21:57:37.430,9:45,2024-12-15 09:45:00,2024-12-15 17:45:00,2024-12-15 16:53:00,6.995565,0.0,0.0,0.0,1,9
19205,2024-12-15,737,DFW,I ,NOT SPOILED,,,2,2,11,120,3,4,0,0,17,DFW-TYS-DFW-YYZ-DFW,Starts12:0,1571-1571-2804-1111,12,2025-11-06 21:57:37.430,12:0,2024-12-15 12:00:00,2024-12-15 18:00:00,2024-12-15 17:50:00,6.995565,0.0,0.0,0.0,0,12
454,2024-12-15,787,DFW,I ,NOT SPOILED,,,3,2,25,685,1,2,0,0,22,DFW-HND-DFW,Starts13:30,175-176,13,2025-11-06 21:57:37.430,13:30,2024-12-15 13:30:00,2024-12-15 19:30:00,2024-12-15 18:50:00,9.993753,0.0,0.0,0.0,0,13
465,2024-12-15,787,DFW,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,DFW-CDG-DFW,Starts16:55,48-49,16,2025-11-06 21:57:37.430,16:55,2024-12-15 16:55:00,2024-12-15 22:55:00,2024-12-15 22:48:00,9.993753,0.0,0.0,0.0,0,16
1486,2024-12-15,787,PHL,I ,NOT SPOILED,,,3,2,18,500,1,2,0,0,27,PHL-FCO-PHL,Starts18:40,718-719,18,2025-11-06 21:57:37.430,18:40,2024-12-15 18:40:00,2024-12-15 23:40:00,2024-12-15 22:54:00,9.993753,0.0,0.0,0.0,0,18
1030,2024-12-15,777,MIA,I ,NOT SPOILED,,,3,2,18,525,1,2,0,0,25,MIA-LHR-MIA,Starts19:55,38-39,19,2025-11-06 21:57:37.430,19:55,2024-12-15 19:55:00,2024-12-16 00:55:00,2024-12-16 00:53:00,9.993753,0.0,0.0,0.0,0,19
18546,2024-12-16,737,DFW,I ,NOT SPOILED,,,1,1,6,173,2,2,0,0,0,DFW-PSP-DFW,Starts8:30,2673-2673,8,2025-11-06 21:57:37.430,8:30,2024-12-16 08:30:00,2024-12-16 14:30:00,2024-12-16 13:52:00,9.993753,0.0,0.0,0.0,0,8
20239,2024-12-16,737,MIA,I ,NOT SPOILED,,,1,1,7,200,2,2,0,0,1,MIA-SXM-MIA,Starts10:10,3038-1972,10,2025-11-06 21:57:37.430,10:10,2024-12-16 10:10:00,2024-12-16 15:10:00,2024-12-16 15:00:00,9.936,0.0,0.0,0.0,0,10
212,2024-12-16,777,DFW,I ,NOT SPOILED,,,3,2,28,760,1,2,0,0,25,DFW-ICN-DFW,Starts10:0,281-280,10,2025-11-06 21:57:37.430,10:0,2024-12-16 10:00:00,2024-12-16 16:00:00,2024-12-16 15:52:00,9.993753,0.0,0.0,0.0,0,10
18562,2024-12-16,737,DFW,I ,NOT SPOILED,,,1,1,8,225,2,2,0,0,1,DFW-MBJ-DFW,Starts10:15,1337-2814,10,2025-11-06 21:57:37.430,10:15,2024-12-16 10:15:00,2024-12-16 16:15:00,2024-12-16 15:52:00,9.993753,0.0,0.0,0.0,0,10
7859,2024-12-16,320,LAX,I ,NOT SPOILED,,,2,2,11,329,1,2,0,0,24,LAX-LIH-LAX,Starts9:15,1521-286,9,2025-11-06 21:57:37.430,9:15,2024-12-16 09:15:00,2024-12-16 17:15:00,2024-12-16 16:53:00,9.993753,0.0,0.0,0.0,0,9
6809,2024-12-16,320,DFW,I ,NOT SPOILED,,,3,3,16,76,3,7,0,0,18,DFW-ONT-DFW-IAH-CLT-MEM-CLT-DFW,Starts12:29,2635-2635-2209-1462-2395-2070-2602,12,2025-11-06 21:57:37.430,12:29,2024-12-16 12:29:00,2024-12-16 18:29:00,2024-12-16 17:55:00,9.993753,0.0,0.0,0.0,0,12
454,2024-12-16,787,DFW,I ,NOT SPOILED,,,3,2,25,685,1,2,0,0,22,DFW-HND-DFW,Starts13:30,175-176,13,2025-11-06 21:57:37.430,13:30,2024-12-16 13:30:00,2024-12-16 19:30:00,2024-12-16 18:56:00,9.993753,0.0,0.0,0.0,0,13
5842,2024-12-16,320,DFW,I ,FULLY SPOILED,,5.65,1,1,5,163,2,2,0,0,2,DFW-LAS-DFW,Starts14:50,2376-2376,14,2025-11-06 21:57:37.430,14:50,2024-12-16 14:50:00,2024-12-16 20:50:00,2024-12-16 20:49:00,9.993753,0.0,0.0,0.0,1,14
231,2024-12-16,777,DFW,I ,FULLY SPOILED,,19.42,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts15:20,20-51,15,2025-11-06 21:57:37.430,15:20,2024-12-16 15:20:00,2024-12-16 21:20:00,2024-12-16 20:49:00,9.993753,0.0,0.0,0.0,1,15
20947,2024-12-16,737,MIA,I ,NOT SPOILED,,,1,1,5,154,2,2,0,0,1,MIA-DCA-MIA,Starts16:25,2013-1619,16,2025-11-06 21:57:37.430,16:25,2024-12-16 16:25:00,2024-12-16 21:25:00,2024-12-16 21:00:00,9.936,0.0117,0.0,0.0,0,16
234,2024-12-16,777,DFW,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430,16:20,2024-12-16 16:20:00,2024-12-16 22:20:00,2024-12-16 21:49:00,9.993753,0.0,0.0,0.0,0,16
1486,2024-12-16,787,PHL,I ,NOT SPOILED,,,3,2,18,500,1,2,0,0,27,PHL-FCO-PHL,Starts18:40,718-719,18,2025-11-06 21:57:37.430,18:40,2024-12-16 18:40:00,2024-12-16 23:40:00,2024-12-16 23:32:00,1.4990940000000001,0.0,0.0,0.0,0,18
1298,2024-12-16,787,ORD,I ,NOT SPOILED,,,3,2,16,465,1,2,0,0,26,ORD-LHR-ORD,Starts18:30,86-91,18,2025-11-06 21:57:37.430,18:30,2024-12-16 18:30:00,2024-12-17 00:30:00,2024-12-17 00:00:00,9.936,0.0,0.0,0.0,0,18
18509,2024-12-17,737,DFW,I ,NOT SPOILED,,,1,1,6,175,2,2,0,0,0,DFW-DCA-DFW,Starts7:4,1623-1389,7,2025-11-06 21:57:37.430,7:4,2024-12-17 07:04:00,2024-12-17 13:04:00,2024-12-17 12:50:00,9.993753,0.0,0.0,0.0,0,7
19275,2024-12-17,737,DFW,I ,NOT SPOILED,,,1,1,5,141,2,2,0,0,0,DFW-TPA-DFW,Starts9:24,2714-2714,9,2025-11-06 21:57:37.430,9:24,2024-12-17 09:24:00,2024-12-17 15:24:00,2024-12-17 14:47:00,9.993753,0.0,0.0,0.0,0,9
737,2024-12-17,787,LAX,I ,NOT SPOILED,,,3,2,22,595,1,2,0,0,28,LAX-HND-LAX,Starts9:45,27-26,9,2025-11-06 21:57:37.430,9:45,2024-12-17 09:45:00,2024-12-17 17:45:00,2024-12-17 16:53:00,9.993753,0.0,0.0,0.0,0,9
455,2024-12-17,787,DFW,I ,NOT SPOILED,,,3,2,25,680,1,2,0,0,22,DFW-HND-DFW,Starts13:30,175-176,13,2025-11-06 21:57:37.430,13:30,2024-12-17 13:30:00,2024-12-17 19:30:00,2024-12-17 18:47:00,9.993753,0.0,0.0,0.0,0,13
18593,2024-12-17,737,DFW,I ,NOT SPOILED,,,1,1,7,199,2,2,0,0,1,DFW-LGA-DFW,Starts14:41,3156-3025,14,2025-11-06 21:57:37.430,14:41,2024-12-17 14:41:00,2024-12-17 20:41:00,2024-12-17 19:53:00,9.993753,0.0,0.0,0.0,0,14
120,2024-12-17,777,CLT,I ,NOT SPOILED,,,3,2,17,470,1,2,0,0,26,CLT-LHR-CLT,Starts18:10,730-735,18,2025-11-06 21:57:37.430,18:10,2024-12-17 18:10:00,2024-12-17 23:10:00,2024-12-17 22:52:00,9.993753,0.0,0.0,0.0,0,18
806,2024-12-17,777,LGA,I ,NOT SPOILED,,,3,2,14,410,1,2,0,0,31,JFK-LHR-JFK,Starts19:0,100-105,19,2025-11-06 21:57:37.430,19:0,2024-12-17 19:00:00,2024-12-18 00:00:00,2024-12-18 00:00:00,9.936,0.0,0.0,0.0,0,19
1031,2024-12-17,777,MIA,I ,NOT SPOILED,,,3,2,18,525,1,2,0,0,25,MIA-LHR-MIA,Starts19:55,38-39,19,2025-11-06 21:57:37.430,19:55,2024-12-17 19:55:00,2024-12-18 00:55:00,2024-12-18 00:53:00,9.993753,0.0,0.0,0.0,0,19
18509,2024-12-18,737,DFW,I ,NOT SPOILED,,,1,1,6,175,2,2,0,0,0,DFW-DCA-DFW,Starts7:4,1623-1389,7,2025-11-06 21:57:37.430,7:4,2024-12-18 07:04:00,2024-12-18 13:04:00,2024-12-18 12:50:00,9.993753,0.0,0.0,0.0,0,7
21018,2024-12-18,737,MIA,I ,NOT SPOILED,,,2,2,11,115,3,4,0,0,18,MIA-BOG-MIA-CUN-MIA,Starts8:52,1145-1130-158-1723,8,2025-11-06 21:57:37.430,8:52,2024-12-18 08:52:00,2024-12-18 13:52:00,2024-12-18 07:53:00,9.993753,0.027299999999999998,0.0,1.0,0,8
6930,2024-12-18,320,DFW,I ,PARTIALLY SPOILED,,3.38,3,3,17,94,3,8,0,0,19,DFW-CUN-DFW-MEM-DFW-DGO-DFW-PNS-DFW,Starts10:25,2874-2219-1758-2982-1501-1850-1474-1474,10,2025-11-06 21:57:37.430,10:25,2024-12-18 10:25:00,2024-12-18 16:25:00,2024-12-18 15:48:00,9.993753,0.0,0.0,0.0,1,10
737,2024-12-18,787,LAX,I ,NOT SPOILED,,,3,2,22,595,1,2,0,0,28,LAX-HND-LAX,Starts9:45,27-26,9,2025-11-06 21:57:37.430,9:45,2024-12-18 09:45:00,2024-12-18 17:45:00,2024-12-18 16:53:00,9.993753,0.0,0.0,0.0,0,9
19338,2024-12-18,737,DFW,I ,NOT SPOILED,,,2,2,10,135,3,4,0,0,19,DFW-BZE-MIA-RDU-DFW,Starts12:9,2451-3070-1566-1888,12,2025-11-06 21:57:37.430,12:9,2024-12-18 12:09:00,2024-12-18 18:09:00,2024-12-18 17:48:00,9.993753,0.0,0.0,0.0,0,12
5823,2024-12-18,320,DFW,I ,NOT SPOILED,,,1,1,6,181,2,2,0,0,2,DFW-SAN-DFW,Starts12:53,1055-593,12,2025-11-06 21:57:37.430,12:53,2024-12-18 12:53:00,2024-12-18 18:53:00,2024-12-18 18:47:00,9.993753,0.0,0.0,0.0,0,12
6945,2024-12-18,320,DFW,I ,NOT SPOILED,,,1,1,6,187,2,2,0,0,1,DFW-LAX-DFW,Starts13:15,3046-826,13,2025-11-06 21:57:37.430,13:15,2024-12-18 13:15:00,2024-12-18 19:15:00,2024-12-18 18:47:00,9.993753,0.0,0.0,0.0,0,13
6946,2024-12-18,320,DFW,I ,NOT SPOILED,,,1,1,6,188,2,2,0,0,1,DFW-LAX-DFW,Starts14:0,1997-2024,14,2025-11-06 21:57:37.430,14:0,2024-12-18 14:00:00,2024-12-18 20:00:00,2024-12-18 19:48:00,9.993753,0.0,0.0,0.0,0,14
670,2024-12-18,777,LAX,I ,PARTIALLY SPOILED,,6.63,5,4,32,186,1,4,0,2,25,LAX-DFW-NRT-DFW-LAX,Starts12:30,1658-61-60-448,12,2025-11-06 21:57:37.430,12:30,2024-12-18 12:30:00,2024-12-18 20:30:00,2024-12-18 19:53:00,9.993753,0.0,0.0,0.0,1,12
18593,2024-12-18,737,DFW,I ,NOT SPOILED,,,1,1,7,199,2,2,0,0,1,DFW-LGA-DFW,Starts14:41,3156-3025,14,2025-11-06 21:57:37.430,14:41,2024-12-18 14:41:00,2024-12-18 20:41:00,2024-12-18 19:48:00,9.993753,0.0,0.0,0.0,0,14
18504,2024-12-19,737,DFW,I ,NOT SPOILED,,,1,1,6,176,2,2,0,0,2,DFW-DCA-DFW,Starts7:3,1623-1177,7,2025-11-06 21:57:37.430,7:3,2024-12-19 07:03:00,2024-12-19 13:03:00,2024-12-19 12:47:00,9.993753,0.0,0.0,0.0,0,7
18505,2024-12-19,737,DFW,I ,NOT SPOILED,,,1,1,6,179,2,2,0,0,1,DFW-SNA-DFW,Starts7:4,1331-1331,7,2025-11-06 21:57:37.430,7:4,2024-12-19 07:04:00,2024-12-19 13:04:00,2024-12-19 12:47:00,9.993753,0.0,0.0,0.0,0,7
18623,2024-12-19,737,DFW,I ,PARTIALLY SPOILED,,1.1,3,3,15,66,3,6,0,1,15,DFW-CUN-DFW-AUS-DFW-GUA-DFW,Starts7:8,1343-1601-2878-1595-1013-2110,7,2025-11-06 21:57:37.430,7:8,2024-12-19 07:08:00,2024-12-19 13:08:00,2024-12-19 12:47:00,9.993753,0.0,0.0,0.0,1,7
28003,2024-12-19,737,ORD,D ,NOT SPOILED,,,1,1,6,194,2,2,0,0,0,ORD-FLL-ORD,Starts8:15,1424-1424,8,2025-11-06 21:57:37.430,8:15,2024-12-19 08:15:00,2024-12-19 14:15:00,2024-12-19 13:51:00,9.993753,0.0,0.0,0.0,0,8
9169,2024-12-19,320,MIA,I ,NOT SPOILED,,,2,2,10,65,3,6,0,0,16,MIA-POP-MIA-NAS-MIA-CHS-MIA,Starts10:25,935-935-1284-1592-2718-2718,10,2025-11-06 21:57:37.430,10:25,2024-12-19 10:25:00,2024-12-19 15:25:00,2024-12-19 15:00:00,9.936,0.0,0.0,0.0,0,10
19397,2024-12-19,737,DFW,I ,NOT SPOILED,,,1,1,6,179,2,2,0,0,0,DFW-SNA-DFW,Starts14:37,2659-2659,14,2025-11-06 21:57:37.430,14:37,2024-12-19 14:37:00,2024-12-19 20:37:00,2024-12-19 19:50:00,9.993753,0.0,0.0,0.0,0,14
7023,2024-12-19,320,DFW,I ,NOT SPOILED,,,1,1,5,167,2,2,0,0,0,DFW-LAS-DFW,Starts14:52,2376-2376,14,2025-11-06 21:57:37.430,14:52,2024-12-19 14:52:00,2024-12-19 20:52:00,2024-12-19 20:50:00,9.993753,0.0,0.0,0.0,0,14
7030,2024-12-19,320,DFW,I ,FULLY SPOILED,,5.6,1,1,5,161,2,2,0,0,0,DFW-LAS-DFW,Starts16:40,2864-1974,16,2025-11-06 21:57:37.430,16:40,2024-12-19 16:40:00,2024-12-19 22:40:00,2024-12-19 21:50:00,9.993753,0.0,0.0,0.0,1,16
25794,2024-12-20,737,DCA,D ,NOT SPOILED,,,3,3,17,82,2,6,0,0,22,DCA-ORD-SJD-ORD-OMA-CLT-DCA,Starts7:0,2033-2668-2636-1159-2275-1855,7,2025-11-06 21:57:37.430,7:0,2024-12-20 07:00:00,2024-12-20 12:00:00,2024-12-20 12:00:00,9.936,0.0,0.0,0.0,0,7
19422,2024-12-20,737,DFW,I ,NOT SPOILED,,,3,3,15,92,3,6,0,0,15,DFW-ATL-DFW-MCI-CUN-MCI-DFW,Starts7:14,809-1276-1161-2913-2893-1261,7,2025-11-06 21:57:37.430,7:14,2024-12-20 07:14:00,2024-12-20 13:14:00,2024-12-20 12:47:00,9.993753,0.0,0.0,0.0,0,7
19426,2024-12-20,737,DFW,I ,FULLY SPOILED,,17.28,3,3,17,109,3,6,0,0,24,DFW-PVR-DFW-BNA-MIA-LIR-DFW,Starts8:16,2639-2639-2238-524-1383-2060,8,2025-11-06 21:57:37.430,8:16,2024-12-20 08:16:00,2024-12-20 14:16:00,2024-12-20 13:55:00,9.993753,0.0,0.0,0.0,1,8
18569,2024-12-20,737,DFW,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,DFW-GCM-DFW,Starts10:35,3285-355,10,2025-11-06 21:57:37.430,10:35,2024-12-20 10:35:00,2024-12-20 16:35:00,2024-12-20 15:48:00,9.993753,0.0,0.0,0.0,0,10
456,2024-12-20,787,DFW,I ,NOT SPOILED,,,3,2,25,680,1,2,0,0,22,DFW-HND-DFW,Starts13:45,175-176,13,2025-11-06 21:57:37.430,13:45,2024-12-20 13:45:00,2024-12-20 19:45:00,2024-12-20 19:45:00,9.993753,0.0,0.0,0.0,0,13
233,2024-12-20,777,DFW,I ,FULLY SPOILED,,19.58,3,2,19,545,1,2,0,0,25,DFW-LHR-DFW,Starts15:15,20-51,15,2025-11-06 21:57:37.430,15:15,2024-12-20 15:15:00,2024-12-20 21:15:00,2024-12-20 20:47:00,9.993753,0.0,0.0,0.0,1,15
236,2024-12-20,777,DFW,I ,NOT SPOILED,,,3,2,19,545,1,2,0,0,25,DFW-LHR-DFW,Starts16:15,50-79,16,2025-11-06 21:57:37.430,16:15,2024-12-20 16:15:00,2024-12-20 22:15:00,2024-12-20 21:51:00,9.993753,0.0,0.0,0.0,0,16
1167,2024-12-20,787,MIA,I ,NOT SPOILED,,,3,2,18,520,1,2,0,0,23,MIA-CDG-MIA,Starts18:35,62-63,18,2025-11-06 21:57:37.430,18:35,2024-12-20 18:35:00,2024-12-20 23:35:00,2024-12-20 22:53:00,9.993753,0.0,0.0,0.0,0,18
1488,2024-12-20,787,PHL,I ,NOT SPOILED,,,3,2,18,495,1,2,0,0,27,PHL-FCO-PHL,Starts18:45,718-719,18,2025-11-06 21:57:37.430,18:45,2024-12-20 18:45:00,2024-12-20 23:45:00,2024-12-20 23:30:00,4.997187,0.0078000000000000005,0.0,0.0,0,18
1506,2024-12-20,787,PHL,I ,NOT SPOILED,,,3,2,15,425,1,2,0,0,23,PHL-LHR-PHL,Starts21:15,728-729,21,2025-11-06 21:57:37.430,21:15,2024-12-20 21:15:00,2024-12-21 02:15:00,2024-12-21 01:54:00,2.4982830000000003,0.0195,0.0,0.0,0,21
468,2024-12-20,787,DFW,I ,NOT SPOILED,,,3,2,19,545,1,2,0,0,24,DFW-LHR-DFW,Starts21:0,78-21,21,2025-11-06 21:57:37.430,21:0,2024-12-20 21:00:00,2024-12-21 03:00:00,2024-12-21 02:55:00,9.993753,0.0,0.0,0.0,0,21
203,2024-12-21,777,DFW,I ,NOT SPOILED,,,1,1,5,152,2,2,0,0,1,DFW-MCO-DFW,Starts6:5,1386-1386,6,2025-11-06 21:57:37.430,6:5,2024-12-21 06:05:00,2024-12-21 12:05:00,2024-12-21 11:55:00,9.993753,0.0,0.0,0.0,0,6
256,2024-12-21,777,DFW,I ,NOT SPOILED,,,3,2,28,755,1,2,0,0,25,DFW-ICN-DFW,Starts10:0,281-280,10,2025-11-06 21:57:37.430,10:0,2024-12-21 10:00:00,2024-12-21 16:00:00,2024-12-21 15:50:00,9.993753,0.0,0.0,0.0,0,10
737,2024-12-21,787,LAX,I ,NOT SPOILED,,,3,2,22,595,1,2,0,0,28,LAX-HND-LAX,Starts9:45,27-26,9,2025-11-06 21:57:37.430,9:45,2024-12-21 09:45:00,2024-12-21 17:45:00,2024-12-21 17:30:00,0.7495470000000001,0.0,0.0,0.0,0,9
456,2024-12-21,787,DFW,I ,NOT SPOILED,,,3,2,25,680,1,2,0,0,22,DFW-HND-DFW,Starts13:45,175-176,13,2025-11-06 21:57:37.430,13:45,2024-12-21 13:45:00,2024-12-21 19:45:00,2024-12-21 18:50:00,9.993753,0.0,0.0,0.0,0,13
633,2024-12-21,777,LAX,I ,PARTIALLY SPOILED,,3.53,5,4,32,183,1,4,0,2,25,LAX-DFW-NRT-DFW-LAX,Starts12:36,1658-61-60-448,12,2025-11-06 21:57:37.430,12:36,2024-12-21 12:36:00,2024-12-21 20:36:00,2024-12-21 19:53:00,5.996376000000001,0.0,0.0,0.0,1,12
1167,2024-12-21,787,MIA,I ,NOT SPOILED,,,3,2,18,520,1,2,0,0,23,MIA-CDG-MIA,Starts18:35,62-63,18,2025-11-06 21:57:37.430,18:35,2024-12-21 18:35:00,2024-12-21 23:35:00,2024-12-21 22:53:00,9.993753,0.0,0.0,0.0,0,18
969,2024-12-21,787,LGA,I ,NOT SPOILED,,,4,2,19,560,1,2,0,0,39,JFK-GRU-JFK,Starts18:45,951-950,18,2025-11-06 21:57:37.430,18:45,2024-12-21 18:45:00,2024-12-21 23:45:00,2024-12-21 22:51:00,9.993753,0.0,0.0,0.0,0,18
203,2024-12-22,777,DFW,I ,NOT SPOILED,,,1,1,5,152,2,2,0,0,1,DFW-MCO-DFW,Starts6:5,1386-1386,6,2025-11-06 21:57:37.430,6:5,2024-12-22 06:05:00,2024-12-22 12:05:00,2024-12-22 11:55:00,9.993753,0.0,0.0,0.0,0,6
10353,2024-12-22,320,PHL,I ,NOT SPOILED,,,2,2,11,154,3,4,0,0,12,PHL-FLL-PHL-MCO-PHL,Starts8:20,1333-1333-2141-2983,8,2025-11-06 21:57:37.430,8:20,2024-12-22 08:20:00,2024-12-22 13:20:00,2024-12-22 12:54:00,9.993753,0.0,0.0,0.0,0,8
9689,2024-12-22,320,PHL,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,1,PHL-PLS-PHL,Starts8:25,1738-1738,8,2025-11-06 21:57:37.430,8:25,2024-12-22 08:25:00,2024-12-22 13:25:00,2024-12-22 12:54:00,9.993753,0.0,0.0,0.0,0,8
8515,2024-12-22,320,MIA,I ,NOT SPOILED,,,2,2,13,120,3,6,0,0,12,MIA-KIN-MIA-RDU-MIA-MID-MIA,Starts8:35,2607-3182-1557-2030-2196-2196,8,2025-11-06 21:57:37.430,8:35,2024-12-22 08:35:00,2024-12-22 13:35:00,2024-12-22 12:53:00,9.993753,0.0,0.0,0.0,0,8
